0,1,2,3,4,5,6,7,8,9,10,11,12,label
-322.53476,163.00409,-6.8100724,5.6262193,-2.7870882,-1.3877407,-6.3459373,-0.19483377,20.9818,16.985529,16.126116,10.144119,2.7779906,siren
-279.80765,178.7935,-15.728652,17.634773,-6.0487795,4.7827406,-2.5691304,-4.410327,15.004857,8.644329,12.419742,4.37659,1.8415883,siren
-312.60013,156.78867,-6.138106,18.094791,-5.9372683,4.201931,-1.3637341,-2.3204243,19.08013,12.28438,15.422837,9.7335005,1.5186516,siren
-320.9542,174.6299,15.669474,-6.1848073,-8.4955845,-7.1974716,-16.192339,-0.09937504,17.19054,12.831669,15.458179,6.80803,-4.846288,siren
-289.58533,163.94945,-9.37108,9.102529,0.69233453,6.23495,1.7828108,-0.2007893,17.194038,14.25267,14.819674,8.24722,1.9452333,siren
-316.02228,161.53748,-5.2201343,6.895044,-4.0590873,2.6779103,-1.3054624,-0.5028383,15.260199,11.161627,12.012193,5.2665544,0.7737865,siren
-297.9738,159.43225,-11.210057,12.626702,-1.6119039,5.2096024,-0.906704,-2.6491432,14.2596445,7.1814065,10.556203,8.455734,3.2366326,siren
-314.73444,154.21881,-0.46292672,10.553853,6.684613,8.382675,3.104516,2.223325,11.637575,5.252555,6.3813357,5.409917,4.490751,siren
-256.22733,181.4528,-28.460567,16.990665,-5.946364,9.903869,1.6239777,-3.547254,15.246673,4.9571276,11.699687,4.7652836,1.5370059,siren
-310.15845,181.15114,1.1568239,4.3712897,-0.72805476,5.033744,-1.1209149,-1.382387,15.815973,11.566069,12.560431,7.3959255,-0.04728031,siren
-265.41904,192.80817,11.19459,1.3424534,-27.320948,-2.779881,-11.103332,2.1562197,11.824648,-4.481866,7.5042233,-3.1955318,-10.894276,siren
-338.8276,158.12967,8.686727,7.6975546,-8.429973,0.9604855,-4.5921383,2.6459835,14.458365,3.4669516,9.439945,4.3600087,-1.6086439,siren
-292.02863,174.92531,6.3305755,11.1640625,-15.378136,-5.4376,-11.931599,0.030257294,16.049282,8.249275,17.995195,9.07637,-0.09571285,siren
-124.6847,110.267204,-9.724916,20.004143,-7.523057,18.624647,4.0592318,21.54164,-1.1570023,5.3764734,-3.848351,1.3014143,-5.088368,siren
-334.89505,171.60034,27.246693,8.696789,-4.926409,-5.1930842,-7.755098,4.790013,17.900301,12.672325,14.10235,7.8061123,-4.05014,siren
-269.71237,173.56934,7.6641555,19.333414,-21.38497,-0.879244,-12.361937,0.6600627,16.223995,3.6663191,17.278069,5.232002,-4.1934695,siren
-329.7804,122.99338,-15.4209795,-0.029115375,-15.323457,0.8512042,13.893801,21.860537,23.497095,7.1028996,-8.060311,-19.202398,-13.871257,siren
-311.2234,151.12238,1.5786783,10.9363165,-2.4222615,4.2209935,-0.27330646,-3.105631,15.364388,12.372492,14.226566,11.168772,2.1099408,siren
-190.80865,108.905685,-20.07551,13.367286,-11.227648,4.0533357,23.13378,46.046234,12.899346,2.9907768,-17.718971,-5.3925614,-6.108784,siren
-187.19951,79.692955,-13.443442,11.448624,-34.852818,-8.663823,20.433392,14.141787,-2.444264,10.00728,-24.463535,-1.925822,-9.6809845,siren
-315.88983,153.0539,-6.967126,14.302135,-3.3510056,1.0606751,-3.698188,-3.6358738,19.132324,13.020185,14.28554,11.186671,1.1051966,siren
-259.81958,168.90833,2.864727,16.26321,-21.2659,10.017762,-13.067264,1.0048984,-11.903946,-9.682295,-13.168458,6.9711814,-13.85539,non_siren
-269.49802,163.30905,19.2685,8.055813,-10.353124,-9.029803,-19.745981,6.66775,-8.8408375,-4.1805716,-13.514978,0.22371723,-10.381659,non_siren
-382.112,199.31587,-37.238503,3.4285173,3.3666704,2.0734692,21.1363,10.901666,7.1955266,8.404556,11.110173,3.4012113,4.5427265,non_siren
-288.35983,198.1164,-47.09269,37.182655,25.099281,8.386449,-7.9042897,3.8392606,2.392751,-2.9432151,8.611688,3.590717,7.9884286,non_siren
-234.27399,158.40009,-31.874191,-6.438444,-18.369276,5.5263424,8.577253,15.517915,5.8797297,11.477501,11.843003,5.99587,6.927849,non_siren
-381.27805,76.41287,-1.4093386,4.627641,1.7186983,0.4066439,4.033125,3.4976466,2.0331776,1.6565739,2.3897214,2.0472326,1.3241365,non_siren
-560.6592,189.3828,5.318921,9.662221,21.307993,7.7609673,-2.030413,10.795652,-1.1344408,6.5166693,9.581115,4.488965,0.13536519,non_siren
-274.71844,117.39683,-13.477926,16.206669,-19.946392,16.096893,-6.523261,6.390128,-3.3220825,1.6829425,-10.199588,-6.555883,-0.107333995,non_siren
-414.21765,165.26268,-12.901237,26.965609,14.986456,5.4508963,8.422192,14.7244835,8.434602,3.1221585,11.18977,3.3084013,3.085428,non_siren
-274.87735,117.38749,-13.964298,16.822372,-19.195436,15.95659,-5.938855,6.329559,-3.3297894,2.1899242,-10.492747,-6.2215643,0.28381655,non_siren
-323.38934,161.84464,-14.382009,26.925894,16.557604,16.790396,8.390561,22.63146,7.31523,3.0936375,8.515128,-1.7579865,-1.9271181,non_siren
-291.68393,180.98167,-27.08905,18.886776,0.44672763,5.5076284,-17.020895,8.157931,-9.571376,-3.4836864,4.770591,-1.7159289,-0.7334085,non_siren
-294.78455,196.64438,-38.45587,27.009516,18.084904,17.839037,-2.4070933,10.352224,7.38622,-0.19129625,10.818794,-0.34190425,-4.905427,non_siren
-547.56714,194.94933,-3.054175,0.30022326,16.335451,4.133807,-6.001674,6.372088,-6.3744974,3.8845506,11.0716505,5.389024,2.6627283,non_siren
-312.62473,162.43887,-27.505857,28.321627,4.465678,10.222015,-1.3387374,19.97806,-1.1143912,7.1492667,11.825125,3.65625,1.7786154,non_siren
-355.49268,174.49414,-25.382877,30.678612,-3.3161376,15.71401,8.923939,7.871025,10.634145,8.322761,10.878264,2.4907706,5.88881,non_siren
-595.2223,136.2749,41.44918,34.089054,43.20491,32.617462,14.202842,0.6599062,6.333097,8.897616,-5.7074947,-15.954946,-10.516707,non_siren
-433.30954,44.509766,0.041864015,3.4893723,2.3053598,1.123798,3.25178,2.878016,2.1022701,2.3684926,2.624266,1.9436808,1.8046354,non_siren
-335.60645,161.9463,0.41150305,19.021032,11.508797,13.8997,-2.4001913,21.681013,4.0131927,-0.09412492,7.168463,-0.39112344,-0.97555274,non_siren
-316.72137,205.68765,-36.36436,22.491117,16.257366,9.269572,1.566922,11.2612915,15.12481,3.011604,2.0374253,5.171081,-0.80998254,non_siren
-294.26514,192.73932,-34.405033,23.71793,21.443592,10.278196,2.9930835,4.426192,5.5049663,-1.7964321,6.744766,3.3256588,-0.10641701,non_siren
-471.8623,48.945637,0.9929793,5.3029265,4.301887,3.6684241,4.9283667,4.2351303,3.6858478,3.743969,4.145775,3.5913184,3.0475392,non_siren
-392.5736,167.52003,-10.635012,14.282198,16.016397,1.9635661,5.9483924,13.13883,7.041583,3.6538868,11.647644,5.7678356,3.3235192,non_siren
-304.96622,122.50545,13.960247,21.97024,1.0458531,26.83583,-6.4154444,24.96913,4.865829,4.7240033,4.027164,4.7308245,-2.8810592,non_siren
-261.28577,186.81146,-36.548767,28.082699,9.127189,16.837076,-7.864921,5.92478,4.8402643,1.1157805,7.416204,8.106685,2.5552778,non_siren
-334.6707,192.6535,-29.040968,29.74401,4.8422112,21.303337,-3.8226626,9.589653,5.7293143,5.012981,4.0449195,7.208456,-0.16030842,non_siren
-334.24857,177.83606,-44.929085,30.955248,-11.32765,21.235378,6.2216134,13.626346,6.277208,8.920192,11.391921,3.4919057,9.601393,non_siren
-336.12717,159.86575,-0.26380634,20.231895,11.55871,14.663768,-2.1170871,21.208021,5.819622,0.85686165,7.5831,0.8592684,-0.38033545,non_siren
-328.02884,77.51804,-4.3775897,26.150093,23.404596,34.63185,1.2047263,-19.480438,3.6948159,16.408567,-0.6036767,-21.599829,-16.235924,non_siren
-333.132,81.530464,-5.0476484,26.11232,22.69422,36.479637,3.3923914,-20.879578,1.7682154,14.25543,-2.1323528,-23.980312,-18.209656,non_siren
-304.09158,185.1106,-33.408,31.100006,11.767057,14.8439,-0.47457704,12.030432,0.73460937,2.0294855,10.07892,1.333129,2.0043123,non_siren
-342.16064,190.4435,-17.020737,21.366405,-8.379591,0.5733388,-1.2599819,3.0412488,-2.351666,0.8679783,6.7747083,-3.0912926,-1.6623814,non_siren
-275.40793,117.49761,-13.317432,15.61546,-19.936794,15.894765,-6.685033,7.490006,-3.9963398,1.7987227,-11.326083,-7.774348,0.009131289,non_siren
-274.53598,118.06252,-13.764739,16.646801,-19.246962,15.541203,-6.5562725,6.590632,-4.4310727,2.0814533,-10.789501,-6.5769567,0.5762507,non_siren
-410.08078,231.93927,27.67971,-36.820568,-6.604435,-4.9813404,-5.6375246,-3.6369972,-5.9733853,-5.4503736,-1.7491504,0.78125316,1.3385926,non_siren
-318.3701,188.2348,-15.803207,15.560362,-1.9803298,-9.789783,-5.590481,-4.7481956,-3.4388618,-2.780119,1.7514392,-0.62828773,-1.863306,non_siren
-315.74606,197.73863,-14.638516,14.585448,22.196272,7.702214,3.5844278,4.0900326,-0.07608846,-3.1750834,1.1042397,2.0505984,-3.3032694,non_siren
-428.92197,45.00541,0.42642522,3.2900894,2.0170748,1.3509467,2.8345878,2.5809114,2.0353923,2.0030222,2.224092,1.8299159,1.4146365,non_siren
-283.31494,208.6539,-54.476852,10.0426655,8.219141,16.912567,3.175814,13.273842,12.529065,-0.47447184,1.7960014,3.556194,-2.496939,non_siren
-270.25848,205.13594,-31.332731,23.624598,-0.44140324,14.429645,-4.6305475,15.834636,9.00389,2.3806224,2.015502,1.5167093,-0.68922776,non_siren
-319.54758,185.44933,-17.49366,30.202463,16.530798,12.331492,5.689197,17.291815,0.023075536,7.878243,9.100615,0.6497488,4.313167,non_siren
-309.62527,96.50112,-22.161015,18.710888,5.490317,7.8268023,7.517963,0.52165496,-2.2182424,1.7173277,4.6079173,3.6304262,-0.6031651,non_siren
-310.82053,195.46191,-17.376326,15.330016,21.13913,6.104951,-2.2976747,4.2372537,-0.50875634,-6.7974,1.1240485,2.438012,-1.7900108,non_siren
-526.8809,207.46724,-12.17615,-14.368129,-0.09934086,-1.8410846,2.9849904,13.998135,-8.576294,-0.75579673,10.677765,12.367748,11.359862,non_siren
-342.60965,189.95761,-64.20353,22.557758,-0.3855086,14.148419,10.721429,8.793117,5.184712,-2.041258,17.562164,2.8500876,5.5591106,non_siren
-432.69293,226.5289,24.852465,-36.56776,1.8416095,-7.3849206,-0.056990694,1.8199542,-6.111917,-1.2523711,1.1544152,1.5722233,2.0898435,non_siren
-232.32498,198.36073,-32.478207,32.05565,14.377262,4.640808,7.9046493,6.791112,5.250865,2.321002,8.1272955,0.80107564,2.1081457,non_siren
-526.6428,207.21843,-12.422117,-12.996012,0.9818066,-2.5968823,1.5289632,14.682824,-6.0459833,-0.322842,8.987367,10.545524,9.753751,non_siren
-343.63193,192.15765,-40.342873,31.578068,30.016666,9.528374,4.0660048,9.352066,13.4896555,3.3466973,10.19726,9.446718,-1.8048574,non_siren
-583.6804,178.7654,11.444569,11.812687,22.188936,6.952651,-5.882905,7.8422265,-2.1195126,4.248037,6.818204,4.264599,1.3185703,non_siren
-522.94257,203.27013,-10.634155,-4.402624,3.5246568,2.1508915,1.3394166,10.708206,-5.7992125,-0.0018450529,7.4269085,8.6518345,7.435336,non_siren
-289.3984,185.74149,-34.243465,32.98448,7.391163,13.366092,8.780955,15.946073,4.991131,4.209451,10.587765,2.5082908,3.0098825,non_siren
-257.59024,126.49001,-32.755745,37.604233,0.024023836,12.781396,-10.813599,8.234293,-9.584049,4.6164804,-0.26400995,0.9682643,1.3495005,non_siren
-295.24478,137.36018,-8.417961,24.374434,-1.6608324,22.182812,-2.581739,24.356985,7.3511915,0.89979655,2.9615095,-2.0906243,-0.92638844,non_siren
-279.38715,124.45252,-27.340721,22.982672,-4.3979597,14.428473,-13.416372,11.040439,-2.0211616,7.828931,1.437819,4.9417195,-0.06635389,non_siren
-274.26813,157.88982,6.9925256,4.607536,2.6389825,-6.6965623,-20.741917,8.637145,-4.405668,-2.216854,-17.06237,-0.6957697,-10.5911,non_siren
-339.3401,214.34962,-11.049094,30.352825,17.734365,-6.719199,-13.664577,-7.977839,-1.4778856,-10.72389,-16.77569,-9.198092,-6.848243,non_siren
-369.4233,131.3461,-14.346574,27.504345,0.99126375,20.887995,-3.0248153,7.3835907,-0.49782777,2.6863096,4.3321958,5.8940215,2.6671362,non_siren
-201.21712,133.2146,-13.632272,8.891323,-14.865302,25.143597,-29.672447,1.5034066,-27.587208,-8.785004,-19.162228,-11.250274,-7.7539997,non_siren
-521.2699,193.96263,-9.401949,11.793101,9.102001,8.139336,-0.87843883,5.6371284,-2.6741414,1.627308,3.4237063,2.6656663,0.5831657,non_siren
-245.9817,202.57166,-26.073519,19.467716,-4.7734604,20.762045,-5.941358,15.0034275,9.240894,2.5813475,6.0404377,-1.3769617,0.90783745,non_siren
-313.12225,199.13963,-51.849957,45.992023,20.101164,14.879928,-8.246552,-0.11161119,3.220027,-8.934433,10.8459835,4.066253,-1.9325477,non_siren
-192.01488,206.29927,-34.042557,24.213463,-2.43155,12.000635,2.7279654,9.771763,4.073564,-0.70730245,6.536321,2.7257922,-1.132757,non_siren
-342.39224,105.361115,-0.9903714,6.7763915,2.8916702,1.000516,5.715758,3.8913457,1.7288561,1.5134568,1.4678519,0.69220114,1.1289816,non_siren
-351.41858,86.12768,-0.086276166,27.000067,22.248886,35.366497,2.4944794,-20.785236,1.4105729,11.650157,-0.9129556,-22.257235,-20.347162,non_siren
-317.8646,157.11778,19.68034,36.104393,-8.989724,4.87908,5.452901,-20.783043,-4.773754,-0.51738584,-1.5258057,-8.386027,-7.436709,non_siren
-250.93922,123.057816,-35.30185,19.73968,0.35209635,3.735203,-13.322148,10.911076,-1.2672815,2.3251593,6.0951085,-2.92099,-3.9740262,non_siren
-225.33397,205.57231,-36.88936,29.36731,11.848363,3.9959292,9.644064,3.4693224,8.856103,2.5441484,4.4294286,0.27555782,-1.4897504,non_siren
-377.26468,74.31755,-3.345036,8.248792,7.8004875,6.3335457,7.170987,5.21283,2.4265938,2.2318742,2.8222797,3.2158918,3.209268,non_siren
-359.965,214.13751,-13.327603,36.658875,16.072035,-2.8387659,-17.658312,-10.465091,-5.361228,-12.139882,-13.536671,-6.330215,-3.469767,non_siren
-258.13876,211.3596,-25.06308,24.382053,-21.877102,1.1477742,-7.676576,-14.1724205,-6.8647475,-9.671363,-16.039686,-6.5601573,-8.712195,non_siren
-147.68068,85.60023,-41.715366,43.900192,11.253435,17.13237,-2.0603628,15.334064,-1.8325919,10.050256,6.8158884,6.0072265,3.7393696,non_siren
-250.99924,128.89273,-31.016695,18.376013,-5.7910333,6.5705624,-16.74476,8.018946,-0.81842774,2.971742,5.853714,0.9969086,-1.5146528,non_siren
-316.86923,142.41748,1.7834743,32.25394,-1.7543255,23.801014,-5.0660777,15.54599,4.958778,-2.4039404,10.304353,-0.2535625,0.71824324,non_siren
-556.1642,156.6115,27.28203,23.289885,40.547874,28.180416,7.19565,-6.362066,3.0929897,7.0050764,-11.196119,-22.246597,-13.476297,non_siren
-428.70538,46.659378,0.5246865,3.8583682,2.3169742,1.331554,3.32491,2.927442,1.9825029,2.514509,3.0276728,2.3830686,1.870498,non_siren
-404.2285,231.60236,24.145954,-37.227695,-7.29844,-5.3775897,-5.7534018,-2.1304455,-4.668193,-4.2068987,-0.060282517,0.6478581,-0.3717853,non_siren
-453.65604,34.569565,0.3585828,3.3569262,2.6480434,1.7531537,2.918492,2.3789978,1.7682769,2.1045592,2.4427757,2.0832481,1.719698,non_siren
-318.6141,186.3757,-6.865633,30.589867,9.492986,19.860468,0.5261536,8.27592,8.868064,2.9271014,4.512567,6.480266,-6.1370435,non_siren
-369.578,128.93819,35.29937,24.182587,-6.1646004,10.432989,-4.3864007,4.6271195,-11.085289,1.9650953,-12.079979,-1.9357092,-12.654455,non_siren
-286.7899,186.85883,-14.81302,26.041616,37.73716,10.486184,7.672179,6.8882947,10.74141,1.7830262,2.5553317,10.498635,4.7169285,non_siren
-411.91586,230.52623,24.774551,-31.397455,-2.8068438,-10.784453,-2.0013309,-3.696161,-8.906108,-2.4308712,-2.763002,-0.18723172,2.3704286,non_siren
-288.0655,196.41808,-15.355673,33.59363,-2.1132743,-0.6486457,-4.5866785,3.4540386,-11.399914,-4.513585,10.949874,-2.4589548,-2.653805,non_siren
-291.08023,118.990814,13.93709,17.516727,-4.830393,24.816944,-3.4958644,24.49811,3.358375,0.8852776,2.4852517,5.9590178,-4.3209643,non_siren
-590.3927,139.91553,38.461945,29.766565,41.333233,31.015654,11.773966,-1.065945,6.80502,10.103408,-6.745932,-18.246897,-12.153416,non_siren
-330.40726,101.3957,-30.448168,-8.77235,-8.515219,1.3622457,-7.3866935,-5.675261,-7.3290515,-4.1054354,-1.8625046,2.6500235,-3.5076208,non_siren
-421.61865,55.068874,-0.23723641,3.7245421,2.3972576,1.6866611,3.422367,2.5151176,2.1268063,2.611657,2.7317388,2.2074997,1.8757342,non_siren
-316.45135,193.64249,-29.515188,18.86045,5.1088195,7.483213,-11.784864,2.6943893,-4.344806,-7.9483867,6.940475,0.29429057,-2.388948,non_siren
-145.65996,94.86705,-37.33897,45.514835,14.449332,20.130262,-0.09861698,16.213814,-2.0761046,9.627813,6.7159195,6.240231,3.8023608,non_siren
-301.24036,123.06332,7.362543,28.081861,-2.789192,23.497015,-5.507285,23.346128,6.8887606,2.1134806,6.468493,2.804002,-4.4907055,non_siren
-321.72357,183.83696,-20.049759,31.418251,8.602504,10.541313,7.4807944,13.592059,0.69341993,7.079904,10.545532,1.3778373,6.08507,non_siren
-178.2323,115.03207,-14.214625,21.95037,-38.31375,22.4302,-11.950719,11.723362,-23.407867,-2.6754017,-19.217243,-6.9203634,-3.8000278,non_siren
-318.56448,193.82906,-21.97402,19.147875,7.32052,10.888881,-11.039454,4.05722,-0.39698747,-5.817979,7.3231206,2.8180537,-1.2413435,non_siren
-281.39194,180.21219,-9.155605,20.78467,41.490887,12.140352,7.2723293,9.2717705,9.645178,3.6608129,3.1148162,8.200086,3.37291,non_siren
-280.22623,211.20134,-32.14195,14.507739,5.686088,12.572263,1.5341998,10.354642,7.2618914,2.1044252,1.4004203,0.4388031,-0.05897094,non_siren
-317.82513,185.13113,-6.7579074,30.949526,9.64524,20.22718,-0.4704977,8.360934,8.519086,2.8012176,5.388777,6.466454,-4.849799,non_siren
-314.83453,178.31226,2.159455,28.87607,2.927461,23.428265,-3.4604704,12.762883,8.098313,3.6935844,3.0155368,5.236183,-4.6518927,non_siren
-368.7953,83.402336,-0.04479806,5.4025254,2.783902,2.0002992,4.8847747,3.605742,1.9568425,1.8133397,2.200432,1.4204242,1.1761708,non_siren
-172.41331,108.082214,-15.482471,23.458328,-39.521458,19.703297,-10.574904,11.37901,-25.35907,-1.4624876,-18.944296,-5.163016,-3.8421588,non_siren
-316.46146,191.68304,-29.592184,21.188221,3.5015578,7.6299314,-9.289456,2.0641491,-2.7316587,-7.7194023,6.0159774,1.1099832,-1.2748581,non_siren
-255.86243,207.35048,-34.596474,34.326057,-18.756048,8.306473,-8.138048,-14.073566,-4.1550975,-10.063481,-13.721429,-5.2259955,-6.466436,non_siren
-225.45915,199.8969,-27.574358,31.862514,21.398355,9.566745,10.904806,6.105826,7.4366856,4.313959,8.667755,0.7909027,-3.7274492,non_siren
-239.57677,123.89247,-0.06728091,12.074999,-22.757996,25.620993,-24.386475,11.468009,-24.948393,-10.8258705,-18.910582,-9.139839,-8.377362,non_siren
-463.38718,47.104347,1.7745348,6.057738,4.876195,3.7707188,4.9002943,4.428499,4.088074,4.335001,4.7506227,4.0015707,3.378418,non_siren
-320.01923,185.60628,-4.074957,31.171997,7.3076873,20.24044,-0.5140639,9.454303,10.10644,2.102765,3.3528516,5.8251166,-4.7494273,non_siren
-426.1633,58.041046,-3.4069839,6.495903,6.9988065,6.9711175,5.832667,0.85282254,-1.7635932,-0.6201321,0.84563696,0.9668008,0.41086844,non_siren
-469.4703,47.872017,3.5923257,6.344144,4.274691,2.4013531,3.2939005,2.7295551,2.7845426,3.735966,4.2024865,3.1072571,1.7966288,non_siren
-319.40656,187.90077,-7.45558,30.484797,9.28166,20.04147,1.1278203,7.94327,9.643639,3.0148618,4.174502,6.576242,-6.0769978,non_siren
-403.34137,69.61868,-5.9502225,7.8517227,9.107234,7.694316,4.47262,-0.84102625,-2.3932219,0.91927445,3.7320077,2.3341105,-0.19972785,non_siren
-243.5329,108.87982,-29.329746,42.783176,0.5081964,14.855088,-6.8644466,10.936838,-7.0922356,5.128265,0.04267795,1.9311794,2.3227239,non_siren
-175.14026,104.50582,-11.601948,31.103825,-34.567146,20.502417,-15.31937,7.6348257,-24.529348,0.8229275,-18.76625,-7.3737116,-8.698163,non_siren
-205.26337,115.21851,-11.007057,27.90253,-40.164,14.065356,-11.468967,10.665583,-22.784817,-3.2754924,-16.081497,-3.1422791,-0.6816974,non_siren
-295.8474,194.43704,-32.349495,38.944283,-6.5615873,8.601718,-3.0261924,3.9298708,-10.969308,-2.8852663,10.878417,-0.49149594,1.155019,non_siren
-343.77533,154.11345,-27.801718,38.67684,7.593554,5.609442,3.556816,17.59569,-4.5940275,4.204799,10.784607,-1.244376,5.0821323,non_siren
-405.4329,88.91787,-2.00767,9.097236,5.044353,1.4790288,2.2737985,1.9298973,3.5961366,5.273744,3.9346395,1.3021495,-0.18135016,non_siren
-319.30792,187.48232,-8.012741,30.791746,10.220832,20.249283,0.5683876,7.4806767,10.480688,2.676949,3.8710833,6.790631,-5.1886797,non_siren
-287.312,152.80093,21.86421,5.476721,-12.690113,-1.9074653,-12.108823,10.274469,-8.886273,-1.7137415,-12.538408,0.30372298,-11.690179,non_siren
-370.09366,82.36532,-0.7451181,5.4151087,2.6658404,1.8673849,5.114538,2.7575154,1.3238826,1.972393,2.3209307,1.0950572,0.89142025,non_siren
-247.56015,157.70676,8.56776,26.172775,-16.887747,-8.090833,-16.873293,2.517562,-19.753826,-4.3332443,-13.135335,-7.4741735,-13.358875,non_siren
-283.96396,153.7847,17.874949,6.7337112,-5.6232457,-3.3315063,-13.752522,7.79163,-11.658299,-3.9523547,-11.962862,3.3767784,-8.472405,non_siren
-289.1288,155.66235,5.2399254,27.330105,3.923006,31.393461,-10.844229,13.071854,10.291136,3.8362434,2.1193767,11.205046,-5.5169606,non_siren
-342.6484,212.1461,-20.319578,33.001568,6.9593205,-1.7784415,-13.910601,-12.1303215,-5.9388194,-7.1191783,-15.579813,-11.141009,-5.7219143,non_siren
-220.71288,44.762093,5.606762,17.557487,24.388437,1.6798701,-34.82265,11.611271,11.428515,-8.830563,-19.80123,7.3867397,-0.88512313,non_siren
-396.0341,71.70628,-0.43625352,4.4695363,2.8321424,2.505145,4.225189,2.7066119,1.843766,1.4952638,2.1612267,2.37875,1.6900871,non_siren
-254.30904,101.27905,-34.654354,40.06501,-3.811735,9.846107,-10.741777,10.21456,-10.59847,2.495575,-2.0677295,0.25653312,-1.3790023,non_siren
